00TI               20241203                                                                                   
0601TIA0N       20250101002690100000005000 0000000000002510   
0601TIA0N       20250101002695100000005000 0000000000002510   
0601TIA0N       20250101002700100000005000 0000000000002510   
0601TIA0N       20250101002705100000005000 0000000000002510   
0601TIA0N       20250101002710100000005000 0000000000002510   
0601TIA0N       20250101002715100000005000 0000000000002520   
0601TIA0N       20250101002720100000005000 0000000000002520   
0601TIA0N       20250101002725100000005000 0000000000002520   
0601TIA0N       20250101002730100000005000 0000000000002520   
0601TIA0N       20250101002735100000005000 0000000000002520   
0601TIA0N       20250101002740100000005000 0000000000002520   
0601TIA0N       20250101002745100000005000 0000000000002530   
0601TIA0N       20250101002750100000005000 0000000000002530   
0601TIA0N       20250101002755100000005000 0000000000002530   
0601TIA0N       20250101002760100000005000 0000000000002530   
0601TIA0N       20250101002765100000005000 0000000000002530   
0601TIA0N       20250101002770100000005000 0000000000002530   
0601TIA0N       20250101002775100000005000 0000000000002540   
0601TIA0N       20250101002780100000005000 0000000000002540   
0601TIA0N       20250101002785100000005000 0000000000002540   
0601TIA0N       20250101002790100000005000 0000000000002540   
0601TIA0N       20250101002795100000005000 0000000000002540   
0601TIA0N       20250101002800100000005000 0000000000002540   
0601TIA0N       20250101002805100000005000 0000000000002540   
0601TIA0N       20250101002810100000005000 0000000000002550   
0601TIA0N       20250101002815100000005000 0000000000002550   
0601TIA0N       20250101002820100000005000 0000000000002550   
0601TIA0N       20250101002825100000005000 0000000000002550   
0601TIA0N       20250101002830100000005000 0000000000002550   
0601TIA0N       20250101002835100000005000 0000000000002550   
0601TIA0N       20250101002840100000005000 0000000000002550   
0601TIA0N       20250101002845100000005000 0000000000002560   
0601TIA0N       20250101002850100000005000 0000000000002560   
0601TIA0N       20250101002855100000005000 0000000000002560   
0601TIA0N       20250101002860100000005000 0000000000002560   
0601TIA0N       20250101002865100000005000 0000000000002560   
0601TIA0N       20250101002870100000005000 0000000000002560   
0601TIA0N       20250101002875100000005000 0000000000002560   
0601TIA0N       20250101002880100000005000 0000000000002570   
0601TIA0N       20250101002885100000005000 0000000000002570   
0601TIA0N       20250101002890100000005000 0000000000002570   
0601TIA0N       20250101002895100000005000 0000000000002570   
0601TIA0N       20250101002900100000005000 0000000000002570   
0601TIA0N       20250101002905100000005000 0000000000002570   
0601TIA0N       20250101002910100000005000 0000000000002570   
0601TIA0N       20250101002915100000005000 0000000000002580   
0601TIA0N       20250101002920100000005000 0000000000002580   
0601TIA0N       20250101002925100000005000 0000000000002580   
0601TIA0N       20250101002930100000005000 0000000000002580   
0601TIA0N       20250101002935100000005000 0000000000002580   
0601TIA0N       20250101002940100000005000 0000000000002580   
0601TIA0N       20250101002945100000005000 0000000000002590   
0601TIA0N       20250101002950100000005000 0000000000002590   
0601TIA0N       20250101002955100000005000 0000000000002590   
0601TIA0N       20250101002960100000005000 0000000000002590   
0601TIA0N       20250101002965100000005000 0000000000002590   
0601TIA0N       20250101002970100000005000 0000000000002590   
0601TIA0N       20250101002975100000005000 0000000000002590   
0601TIA0N       20250101002980100000005000 0000000000002590   
0601TIA0N       20250101002985100000005000 0000000000002600   
0601TIA0N       20250101002990100000005000 0000000000002600   
0601TIA0N       20250101002995100000005000 0000000000002600   
0601TIA0N       20250101003000100000005000 0000000000002600   
0601TIA0N       20250101003005100000005000 0000000000002600   
0601TIA0N       20250101003010100000005000 0000000000002600   
0601TIA0N       20250101003015100000005000 0000000000002600   
0601TIA0N       20250101003020100000005000 0000000000002610   
0601TIA0N       20250101003025100000005000 0000000000002610   
0601TIA0N       20250101003030100000005000 0000000000002610   
0601TIA0N       20250101003035100000005000 0000000000002610   
0601TIA0N       20250101003040100000005000 0000000000002610   
0601TIA0N       20250101003045100000005000 0000000000002610   
0601TIA0N       20250101003050100000005000 0000000000002610   
0601TIA0N       20250101003055100000005000 0000000000002610   
0601TIA0N       20250101003060100000005000 0000000000002620   
0601TIA0N       20250101003065100000005000 0000000000002620   
0601TIA0N       20250101003070100000005000 0000000000002620   
0601TIA0N       20250101003075100000005000 0000000000002620   
0601TIA0N       20250101003080100000005000 0000000000002620   
0601TIA0N       20250101003085100000005000 0000000000002620   
0601TIA0N       20250101003090100000005000 0000000000002620   
0601TIA0N       20250101003095100000005000 0000000000002620   
0601TIA0N       20250101003100100000005000 0000000000002630   
0601TIA0N       20250101003105100000005000 0000000000002630   
0601TIA0N       20250101003110100000005000 0000000000002630   
0601TIA0N       20250101003115100000005000 0000000000002630   
0601TIA0N       20250101003120100000005000 0000000000002630   
0601TIA0N       20250101003125100000005000 0000000000002630   
0601TIA0N       20250101003130100000005000 0000000000002630   
0601TIA0N       20250101003135100000005000 0000000000002640   
0601TIA0N       20250101003140100000005000 0000000000002640   
0601TIA0N       20250101003145100000005000 0000000000002640   
0601TIA0N       20250101003150100000005000 0000000000002640   
0601TIA0N       20250101003155100000005000 0000000000002640   
0601TIA0N       20250101003160100000005000 0000000000002640   
0601TIA0N       20250101003165100000005000 0000000000002640   
0601TIA0N       20250101003170100000005000 0000000000002640   
0601TIA0N       20250101003175100000005000 0000000000002650   
0601TIA0N       20250101003180100000005000 0000000000002650   
0601TIA0N       20250101003185100000005000 0000000000002650   
0601TIA0N       20250101003190100000005000 0000000000002650   
0601TIA0N       20250101003195100000005000 0000000000002650   
0601TIA0N       20250101003200100000005000 0000000000002650   
0601TIA0N       20250101003205100000005000 0000000000002650   
0601TIA0N       20250101003210100000005000 0000000000002650   
0601TIA0N       20250101003215100000005000 0000000000002660   
0601TIA0N       20250101003220100000005000 0000000000002660   
0601TIA0N       20250101003225100000005000 0000000000002660   
0601TIA0N       20250101003230100000005000 0000000000002660   
0601TIA0N       20250101003235100000005000 0000000000002660   
0601TIA0N       20250101003240100000005000 0000000000002660   
0601TIA0N       20250101003245100000005000 0000000000002660   
0601TIA0N       20250101003250100000005000 0000000000002660   
0601TIA0N       20250101003255100000005000 0000000000002660   
0601TIA0N       20250101003260100000005000 0000000000002670   
0601TIA0N       20250101003265100000005000 0000000000002670   
0601TIA0N       20250101003270100000005000 0000000000002670   
0601TIA0N       20250101003275100000005000 0000000000002670   
0601TIA0N       20250101003280100000005000 0000000000002670   
0601TIA0N       20250101003285100000005000 0000000000002670   
0601TIA0N       20250101003290100000005000 0000000000002670   
0601TIA0N       20250101003295100000005000 0000000000002670   
0601TIA0N       20250101003300100000005000 0000000000002680   
0601TIA0N       20250101003305100000005000 0000000000002680   
0601TIA0N       20250101003310100000005000 0000000000002680   
0601TIA0N       20250101003315100000005000 0000000000002680   
0601TIA0N       20250101003320100000005000 0000000000002680   
0601TIA0N       20250101003325100000005000 0000000000002680   
0601TIA0N       20250101003330100000005000 0000000000002680   
0601TIA0N       20250101003335100000005000 0000000000002680   
0601TIA0N       20250101003340100000005000 0000000000002680   
0601TIA0N       20250101003345100000005000 0000000000002690   
0601TIA0N       20250101003350100000005000 0000000000002690   
0601TIA0N       20250101003355100000005000 0000000000002690   
0601TIA0N       20250101003360100000005000 0000000000002690   
0601TIA0N       20250101003365100000005000 0000000000002690   
0601TIA0N       20250101003370100000005000 0000000000002690   
0601TIA0N       20250101003375100000005000 0000000000002690   
0601TIA0N       20250101003380100000005000 0000000000002690   
0601TIA0N       20250101003385100000005000 0000000000002690   
0601TIA0N       20250101003390100000005000 0000000000002700   
0601TIA0N       20250101003395100000005000 0000000000002700   
0601TIA0N       20250101003400100000005000 0000000000002700   
0601TIA0N       20250101003405100000005000 0000000000002700   
0601TIA0N       20250101003410100000005000 0000000000002700   
0601TIA0N       20250101003415100000005000 0000000000002700   
0601TIA0N       20250101003420100000005000 0000000000002700   
0601TIA0N       20250101003425100000005000 0000000000002700   
0601TIA0N       20250101003430100000005000 0000000000002700   
0601TIA0N       20250101003435100000005000 0000000000002710   
0601TIA0N       20250101003440100000005000 0000000000002710   
0601TIA0N       20250101003445100000005000 0000000000002710   
0601TIA0N       20250101003450100000005000 0000000000002710   
0601TIA0N       20250101003455100000005000 0000000000002710   
0601TIA0N       20250101003460100000005000 0000000000002710   
0601TIA0N       20250101003465100000005000 0000000000002710   
0601TIA0N       20250101003470100000005000 0000000000002710   
0601TIA0N       20250101003475100000005000 0000000000002710   
0601TIA0N       20250101003480100000005000 0000000000002710   
0601TIA0N       20250101003485100000005000 0000000000002720   
0601TIA0N       20250101003490100000005000 0000000000002720   
0601TIA0N       20250101003495100000005000 0000000000002720   
0601TIA0N       20250101003500100000005000 0000000000002720   
0601TIA0N       20250101003505100000005000 0000000000002720   
0601TIA0N       20250101003510100000005000 0000000000002720   
0601TIA0N       20250101003515100000005000 0000000000002720   
0601TIA0N       20250101003520100000005000 0000000000002720   
0601TIA0N       20250101003525100000005000 0000000000002720   
0601TIA0N       20250101003530100000005000 0000000000002720   
0601TIA0N       20250101003535100000005000 0000000000002730   
0601TIA0N       20250101003540100000005000 0000000000002730   
0601TIA0N       20250101003545100000005000 0000000000002730   
0601TIA0N       20250101003550100000005000 0000000000002730   
0601TIA0N       20250101003555100000005000 0000000000002730   
0601TIA0N       20250101003560100000005000 0000000000002730   
0601TIA0N       20250101003565100000005000 0000000000002730   
0601TIA0N       20250101003570100000005000 0000000000002730   
0601TIA0N       20250101003575100000005000 0000000000002730   
0601TIA0N       20250101003580100000005000 0000000000002740   
