00TI               20241203                                                                                   
0601TIH6N       20250101001080100000005000 0600000000000480   
0601TIH6N       20250101001085100000005000 0600000000000480   
0601TIH6N       20250101001090100000005000 0600000000000480   
0601TIH6N       20250101001095100000005000 0600000000000490   
0601TIH6N       20250101001100100000005000 0600000000000500   
0601TIH6N       20250101001105100000005000 0600000000000500   
0601TIH6N       20250101001110100000005000 0600000000000500   
0601TIH6N       20250101001115100000005000 0600000000000510   
0601TIH6N       20250101001120100000005000 0600000000000510   
0601TIH6N       20250101001125100000005000 0600000000000520   
0601TIH6N       20250101001130100000005000 0600000000000520   
0601TIH6N       20250101001135100000005000 0600000000000530   
0601TIH6N       20250101001140100000005000 0600000000000530   
0601TIH6N       20250101001145100000005000 0600000000000540   
0601TIH6N       20250101001150100000005000 0600000000000540   
0601TIH6N       20250101001155100000005000 0600000000000550   
0601TIH6N       20250101001160100000005000 0600000000000550   
0601TIH6N       20250101001165100000005000 0600000000000560   
0601TIH6N       20250101001170100000005000 0600000000000560   
0601TIH6N       20250101001175100000005000 0600000000000570   
0601TIH6N       20250101001180100000005000 0600000000000570   
0601TIH6N       20250101001185100000005000 0600000000000580   
0601TIH6N       20250101001190100000005000 0600000000000580   
0601TIH6N       20250101001195100000005000 0600000000000590   
0601TIH6N       20250101001200100000005000 0600000000000590   
0601TIH6N       20250101001205100000005000 0600000000000590   
0601TIH6N       20250101001210100000005000 0600000000000600   
0601TIH6N       20250101001215100000005000 0600000000000600   
0601TIH6N       20250101001220100000005000 0600000000000610   
0601TIH6N       20250101001225100000005000 0600000000000610   
0601TIH6N       20250101001230100000005000 0600000000000620   
0601TIH6N       20250101001235100000005000 0600000000000620   
0601TIH6N       20250101001240100000005000 0600000000000630   
0601TIH6N       20250101001245100000005000 0600000000000630   
0601TIH6N       20250101001250100000005000 0600000000000630   
0601TIH6N       20250101001255100000005000 0600000000000640   
0601TIH6N       20250101001260100000005000 0600000000000650   
0601TIH6N       20250101001265100000005000 0600000000000650   
0601TIH6N       20250101001270100000005000 0600000000000660   
0601TIH6N       20250101001275100000005000 0600000000000660   
0601TIH6N       20250101001280100000005000 0600000000000670   
0601TIH6N       20250101001285100000005000 0600000000000670   
0601TIH6N       20250101001290100000005000 0600000000000680   
0601TIH6N       20250101001295100000005000 0600000000000680   
0601TIH6N       20250101001300100000005000 0600000000000690   
0601TIH6N       20250101001305100000005000 0600000000000690   
0601TIH6N       20250101001310100000005000 0600000000000700   
0601TIH6N       20250101001315100000005000 0600000000000700   
0601TIH6N       20250101001320100000005000 0600000000000710   
0601TIH6N       20250101001325100000005000 0600000000000710   
0601TIH6N       20250101001330100000005000 0600000000000720   
0601TIH6N       20250101001335100000005000 0600000000000720   
0601TIH6N       20250101001340100000005000 0600000000000730   
0601TIH6N       20250101001345100000005000 0600000000000730   
0601TIH6N       20250101001350100000005000 0600000000000740   
0601TIH6N       20250101001355100000005000 0600000000000740   
0601TIH6N       20250101001360100000005000 0600000000000740   
0601TIH6N       20250101001365100000005000 0600000000000750   
0601TIH6N       20250101001370100000005000 0600000000000750   
0601TIH6N       20250101001375100000005000 0600000000000760   
0601TIH6N       20250101001380100000005000 0600000000000760   
0601TIH6N       20250101001385100000005000 0600000000000770   
0601TIH6N       20250101001390100000005000 0600000000000770   
0601TIH6N       20250101001395100000005000 0600000000000780   
0601TIH6N       20250101001400100000005000 0600000000000780   
0601TIH6N       20250101001405100000005000 0600000000000780   
0601TIH6N       20250101001410100000005000 0600000000000790   
0601TIH6N       20250101001415100000005000 0600000000000790   
0601TIH6N       20250101001420100000005000 0600000000000800   
0601TIH6N       20250101001425100000005000 0600000000000800   
0601TIH6N       20250101001430100000005000 0600000000000810   
0601TIH6N       20250101001435100000005000 0600000000000810   
0601TIH6N       20250101001440100000005000 0600000000000810   
0601TIH6N       20250101001445100000005000 0600000000000820   
0601TIH6N       20250101001450100000005000 0600000000000830   
0601TIH6N       20250101001455100000005000 0600000000000830   
0601TIH6N       20250101001460100000005000 0600000000000840   
0601TIH6N       20250101001465100000005000 0600000000000840   
0601TIH6N       20250101001470100000005000 0600000000000850   
0601TIH6N       20250101001475100000005000 0600000000000850   
0601TIH6N       20250101001480100000005000 0600000000000860   
0601TIH6N       20250101001485100000005000 0600000000000860   
0601TIH6N       20250101001490100000005000 0600000000000870   
0601TIH6N       20250101001495100000005000 0600000000000870   
0601TIH6N       20250101001500100000005000 0600000000000880   
0601TIH6N       20250101001505100000005000 0600000000000890   
0601TIH6N       20250101001510100000005000 0600000000000890   
0601TIH6N       20250101001515100000005000 0600000000000900   
0601TIH6N       20250101001520100000005000 0600000000000900   
0601TIH6N       20250101001525100000005000 0600000000000910   
0601TIH6N       20250101001530100000005000 0600000000000910   
0601TIH6N       20250101001535100000005000 0600000000000920   
0601TIH6N       20250101001540100000005000 0600000000000920   
0601TIH6N       20250101001545100000005000 0600000000000930   
0601TIH6N       20250101001550100000005000 0600000000000930   
0601TIH6N       20250101001555100000005000 0600000000000940   
0601TIH6N       20250101001560100000005000 0600000000000940   
0601TIH6N       20250101001565100000005000 0600000000000940   
0601TIH6N       20250101001570100000005000 0600000000000950   
0601TIH6N       20250101001575100000005000 0600000000000950   
0601TIH6N       20250101001580100000005000 0600000000000960   
0601TIH6N       20250101001585100000005000 0600000000000960   
0601TIH6N       20250101001590100000005000 0600000000000970   
0601TIH6N       20250101001595100000005000 0600000000000970   
0601TIH6N       20250101001600100000005000 0600000000000980   
0601TIH6N       20250101001605100000005000 0600000000000980   
0601TIH6N       20250101001610100000005000 0600000000000990   
0601TIH6N       20250101001615100000005000 0600000000000990   
0601TIH6N       20250101001620100000005000 0600000000000990   
0601TIH6N       20250101001625100000005000 0600000000001000   
0601TIH6N       20250101001630100000005000 0600000000001000   
0601TIH6N       20250101001635100000005000 0600000000001010   
0601TIH6N       20250101001640100000005000 0600000000001010   
0601TIH6N       20250101001645100000005000 0600000000001020   
0601TIH6N       20250101001650100000005000 0600000000001020   
0601TIH6N       20250101001655100000005000 0600000000001030   
0601TIH6N       20250101001660100000005000 0600000000001030   
0601TIH6N       20250101001665100000005000 0600000000001030   
0601TIH6N       20250101001670100000005000 0600000000001040   
0601TIH6N       20250101001675100000005000 0600000000001040   
0601TIH6N       20250101001680100000005000 0600000000001050   
0601TIH6N       20250101001685100000005000 0600000000001050   
0601TIH6N       20250101001690100000005000 0600000000001060   
0601TIH6N       20250101001695100000005000 0600000000001060   
0601TIH6N       20250101001700100000005000 0600000000001060   
0601TIH6N       20250101001705100000005000 0600000000001070   
0601TIH6N       20250101001710100000005000 0600000000001070   
0601TIH6N       20250101001715100000005000 0600000000001080   
0601TIH6N       20250101001720100000005000 0600000000001080   
0601TIH6N       20250101001725100000005000 0600000000001080   
0601TIH6N       20250101001730100000005000 0600000000001090   
0601TIH6N       20250101001735100000005000 0600000000001090   
0601TIH6N       20250101001740100000005000 0600000000001100   
0601TIH6N       20250101001745100000005000 0600000000001100   
0601TIH6N       20250101001750100000005000 0600000000001110   
0601TIH6N       20250101001755100000005000 0600000000001110   
0601TIH6N       20250101001760100000005000 0600000000001120   
0601TIH6N       20250101001765100000005000 0600000000001120   
0601TIH6N       20250101001770100000005000 0600000000001120   
0601TIH6N       20250101001775100000005000 0600000000001130   
0601TIH6N       20250101001780100000005000 0600000000001130   
0601TIH6N       20250101001785100000005000 0600000000001140   
0601TIH6N       20250101001790100000005000 0600000000001140   
0601TIH6N       20250101001795100000005000 0600000000001150   
0601TIH6N       20250101001800100000005000 0600000000001150   
0601TIH6N       20250101001805100000005000 0600000000001160   
0601TIH6N       20250101001810100000005000 0600000000001160   
0601TIH6N       20250101001815100000005000 0600000000001160   
0601TIH6N       20250101001820100000005000 0600000000001170   
0601TIH6N       20250101001825100000005000 0600000000001170   
0601TIH6N       20250101001830100000005000 0600000000001180   
0601TIH6N       20250101001835100000005000 0600000000001180   
0601TIH6N       20250101001840100000005000 0600000000001190   
0601TIH6N       20250101001845100000005000 0600000000001190   
0601TIH6N       20250101001850100000005000 0600000000001190   
0601TIH6N       20250101001855100000005000 0600000000001200   
0601TIH6N       20250101001860100000005000 0600000000001200   
0601TIH6N       20250101001865100000005000 0600000000001210   
0601TIH6N       20250101001870100000005000 0600000000001210   
0601TIH6N       20250101001875100000005000 0600000000001220   
0601TIH6N       20250101001880100000005000 0600000000001220   
0601TIH6N       20250101001885100000005000 0600000000001220   
0601TIH6N       20250101001890100000005000 0600000000001230   
0601TIH6N       20250101001895100000005000 0600000000001230   
0601TIH6N       20250101001900100000005000 0600000000001240   
0601TIH6N       20250101001905100000005000 0600000000001240   
0601TIH6N       20250101001910100000005000 0600000000001250   
0601TIH6N       20250101001915100000005000 0600000000001250   
0601TIH6N       20250101001920100000005000 0600000000001260   
0601TIH6N       20250101001925100000005000 0600000000001260   
0601TIH6N       20250101001930100000005000 0600000000001260   
0601TIH6N       20250101001935100000005000 0600000000001270   
0601TIH6N       20250101001940100000005000 0600000000001270   
0601TIH6N       20250101001945100000005000 0600000000001280   
0601TIH6N       20250101001950100000005000 0600000000001280   
0601TIH6N       20250101001955100000005000 0600000000001290   
0601TIH6N       20250101001960100000005000 0600000000001290   
0601TIH6N       20250101001965100000005000 0600000000001300   
0601TIH6N       20250101001970100000005000 0600000000001300   
0601TIH6N       20250101001975100000005000 0600000000001300   
0601TIH6N       20250101001980100000005000 0600000000001310   
0601TIH6N       20250101001985100000005000 0600000000001310   
0601TIH6N       20250101001990100000005000 0600000000001320   
0601TIH6N       20250101001995100000005000 0600000000001320   
0601TIH6N       20250101002000100000005000 0600000000001330   
0601TIH6N       20250101002005100000005000 0600000000001330   
0601TIH6N       20250101002010100000005000 0600000000001340   
0601TIH6N       20250101002015100000005000 0600000000001340   
0601TIH6N       20250101002020100000005000 0600000000001350   
0601TIH6N       20250101002025100000005000 0600000000001350   
0601TIH6N       20250101002030100000005000 0600000000001360   
0601TIH6N       20250101002035100000005000 0600000000001360   
0601TIH6N       20250101002040100000005000 0600000000001360   
0601TIH6N       20250101002045100000005000 0600000000001370   
0601TIH6N       20250101002050100000005000 0600000000001370   
0601TIH6N       20250101002055100000005000 0600000000001380   
0601TIH6N       20250101002060100000005000 0600000000001380   
0601TIH6N       20250101002065100000005000 0600000000001390   
0601TIH6N       20250101002070100000005000 0600000000001390   
0601TIH6N       20250101002075100000005000 0600000000001400   
0601TIH6N       20250101002080100000005000 0600000000001400   
0601TIH6N       20250101002085100000005000 0600000000001400   
0601TIH6N       20250101002090100000005000 0600000000001410   
0601TIH6N       20250101002095100000005000 0600000000001410   
0601TIH6N       20250101002100100000005000 0600000000001420   
0601TIH6N       20250101002105100000005000 0600000000001420   
0601TIH6N       20250101002110100000005000 0600000000001430   
0601TIH6N       20250101002115100000005000 0600000000001430   
0601TIH6N       20250101002120100000005000 0600000000001430   
0601TIH6N       20250101002125100000005000 0600000000001440   
0601TIH6N       20250101002130100000005000 0600000000001440   
0601TIH6N       20250101002135100000005000 0600000000001450   
0601TIH6N       20250101002140100000005000 0600000000001450   
0601TIH6N       20250101002145100000005000 0600000000001450   
0601TIH6N       20250101002150100000005000 0600000000001460   
0601TIH6N       20250101002155100000005000 0600000000001460   
0601TIH6N       20250101002160100000005000 0600000000001470   
0601TIH6N       20250101002165100000005000 0600000000001470   
0601TIH6N       20250101002170100000005000 0600000000001480   
0601TIH6N       20250101002175100000005000 0600000000001480   
0601TIH6N       20250101002180100000005000 0600000000001480   
0601TIH6N       20250101002185100000005000 0600000000001490   
0601TIH6N       20250101002190100000005000 0600000000001490   
0601TIH6N       20250101002195100000005000 0600000000001500   
0601TIH6N       20250101002200100000005000 0600000000001500   
0601TIH6N       20250101002205100000005000 0600000000001510   
0601TIH6N       20250101002210100000005000 0600000000001510   
0601TIH6N       20250101002215100000005000 0600000000001510   
0601TIH6N       20250101002220100000005000 0600000000001520   
0601TIH6N       20250101002225100000005000 0600000000001520   
0601TIH6N       20250101002230100000005000 0600000000001530   
0601TIH6N       20250101002235100000005000 0600000000001530   
0601TIH6N       20250101002240100000005000 0600000000001530   
0601TIH6N       20250101002245100000005000 0600000000001540   
0601TIH6N       20250101002250100000005000 0600000000001540   
0601TIH6N       20250101002255100000005000 0600000000001550   
0601TIH6N       20250101002260100000005000 0600000000001550   
0601TIH6N       20250101002265100000005000 0600000000001550   
0601TIH6N       20250101002270100000005000 0600000000001560   
0601TIH6N       20250101002275100000005000 0600000000001560   
0601TIH6N       20250101002280100000005000 0600000000001570   
0601TIH6N       20250101002285100000005000 0600000000001570   
0601TIH6N       20250101002290100000005000 0600000000001570   
0601TIH6N       20250101002295100000005000 0600000000001580   
0601TIH6N       20250101002300100000005000 0600000000001580   
0601TIH6N       20250101002305100000005000 0600000000001590   
0601TIH6N       20250101002310100000005000 0600000000001590   
0601TIH6N       20250101002315100000005000 0600000000001590   
0601TIH6N       20250101002320100000005000 0600000000001600   
0601TIH6N       20250101002325100000005000 0600000000001600   
0601TIH6N       20250101002330100000005000 0600000000001600   
0601TIH6N       20250101002335100000005000 0600000000001610   
0601TIH6N       20250101002340100000005000 0600000000001610   
0601TIH6N       20250101002345100000005000 0600000000001620   
0601TIH6N       20250101002350100000005000 0600000000001620   
0601TIH6N       20250101002355100000005000 0600000000001620   
0601TIH6N       20250101002360100000005000 0600000000001630   
0601TIH6N       20250101002365100000005000 0600000000001630   
0601TIH6N       20250101002370100000005000 0600000000001630   
0601TIH6N       20250101002375100000005000 0600000000001640   
0601TIH6N       20250101002380100000005000 0600000000001640   
0601TIH6N       20250101002385100000005000 0600000000001650   
0601TIH6N       20250101002390100000005000 0600000000001650   
0601TIH6N       20250101002395100000005000 0600000000001650   
0601TIH6N       20250101002400100000005000 0600000000001660   
0601TIH6N       20250101002405100000005000 0600000000001660   
0601TIH6N       20250101002410100000005000 0600000000001660   
0601TIH6N       20250101002415100000005000 0600000000001670   
0601TIH6N       20250101002420100000005000 0600000000001670   
0601TIH6N       20250101002425100000005000 0600000000001670   
0601TIH6N       20250101002430100000005000 0600000000001680   
0601TIH6N       20250101002435100000005000 0600000000001680   
0601TIH6N       20250101002440100000005000 0600000000001680   
0601TIH6N       20250101002445100000005000 0600000000001690   
0601TIH6N       20250101002450100000005000 0600000000001690   
0601TIH6N       20250101002455100000005000 0600000000001690   
0601TIH6N       20250101002460100000005000 0600000000001700   
0601TIH6N       20250101002465100000005000 0600000000001700   
0601TIH6N       20250101002470100000005000 0600000000001710   
0601TIH6N       20250101002475100000005000 0600000000001710   
0601TIH6N       20250101002480100000005000 0600000000001710   
0601TIH6N       20250101002485100000005000 0600000000001720   
0601TIH6N       20250101002490100000005000 0600000000001720   
0601TIH6N       20250101002495100000005000 0600000000001720   
0601TIH6N       20250101002500100000005000 0600000000001730   
0601TIH6N       20250101002505100000005000 0600000000001730   
0601TIH6N       20250101002510100000005000 0600000000001730   
0601TIH6N       20250101002515100000005000 0600000000001730   
0601TIH6N       20250101002520100000005000 0600000000001740   
0601TIH6N       20250101002525100000005000 0600000000001740   
0601TIH6N       20250101002530100000005000 0600000000001750   
0601TIH6N       20250101002535100000005000 0600000000001750   
0601TIH6N       20250101002540100000005000 0600000000001750   
0601TIH6N       20250101002545100000005000 0600000000001750   
0601TIH6N       20250101002550100000005000 0600000000001760   
0601TIH6N       20250101002555100000005000 0600000000001760   
0601TIH6N       20250101002560100000005000 0600000000001760   
0601TIH6N       20250101002565100000005000 0600000000001770   
0601TIH6N       20250101002570100000005000 0600000000001770   
0601TIH6N       20250101002575100000005000 0600000000001770   
0601TIH6N       20250101002580100000005000 0600000000001780   
0601TIH6N       20250101002585100000005000 0600000000001780   
0601TIH6N       20250101002590100000005000 0600000000001780   
0601TIH6N       20250101002595100000005000 0600000000001790   
0601TIH6N       20250101002600100000005000 0600000000001790   
0601TIH6N       20250101002605100000005000 0600000000001790   
0601TIH6N       20250101002610100000005000 0600000000001800   
0601TIH6N       20250101002615100000005000 0600000000001800   
0601TIH6N       20250101002620100000005000 0600000000001800   
0601TIH6N       20250101002625100000005000 0600000000001810   
0601TIH6N       20250101002630100000005000 0600000000001810   
0601TIH6N       20250101002635100000005000 0600000000001810   
0601TIH6N       20250101002640100000005000 0600000000001820   
0601TIH6N       20250101002645100000005000 0600000000001820   
0601TIH6N       20250101002650100000005000 0600000000001820   
0601TIH6N       20250101002655100000005000 0600000000001830   
0601TIH6N       20250101002660100000005000 0600000000001830   
0601TIH6N       20250101002665100000005000 0600000000001830   
0601TIH6N       20250101002670100000005000 0600000000001830   
0601TIH6N       20250101002675100000005000 0600000000001840   
0601TIH6N       20250101002680100000005000 0600000000001840   
0601TIH6N       20250101002685100000005000 0600000000001840   
0601TIH6N       20250101002690100000005000 0600000000001850   
0601TIH6N       20250101002695100000005000 0600000000001850   
0601TIH6N       20250101002700100000005000 0600000000001850   
0601TIH6N       20250101002705100000005000 0600000000001860   
0601TIH6N       20250101002710100000005000 0600000000001860   
0601TIH6N       20250101002715100000005000 0600000000001860   
0601TIH6N       20250101002720100000005000 0600000000001860   
0601TIH6N       20250101002725100000005000 0600000000001870   
0601TIH6N       20250101002730100000005000 0600000000001870   
0601TIH6N       20250101002735100000005000 0600000000001870   
0601TIH6N       20250101002740100000005000 0600000000001880   
0601TIH6N       20250101002745100000005000 0600000000001880   
0601TIH6N       20250101002750100000005000 0600000000001880   
0601TIH6N       20250101002755100000005000 0600000000001880   
0601TIH6N       20250101002760100000005000 0600000000001890   
0601TIH6N       20250101002765100000005000 0600000000001890   
0601TIH6N       20250101002770100000005000 0600000000001890   
0601TIH6N       20250101002775100000005000 0600000000001900   
0601TIH6N       20250101002780100000005000 0600000000001900   
0601TIH6N       20250101002785100000005000 0600000000001900   
0601TIH6N       20250101002790100000005000 0600000000001900   
0601TIH6N       20250101002795100000005000 0600000000001910   
0601TIH6N       20250101002800100000005000 0600000000001910   
0601TIH6N       20250101002805100000005000 0600000000001910   
0601TIH6N       20250101002810100000005000 0600000000001920   
0601TIH6N       20250101002815100000005000 0600000000001920   
0601TIH6N       20250101002820100000005000 0600000000001920   
0601TIH6N       20250101002825100000005000 0600000000001920   
0601TIH6N       20250101002830100000005000 0600000000001930   
0601TIH6N       20250101002835100000005000 0600000000001930   
0601TIH6N       20250101002840100000005000 0600000000001930   
0601TIH6N       20250101002845100000005000 0600000000001930   
0601TIH6N       20250101002850100000005000 0600000000001940   
0601TIH6N       20250101002855100000005000 0600000000001940   
0601TIH6N       20250101002860100000005000 0600000000001940   
0601TIH6N       20250101002865100000005000 0600000000001950   
0601TIH6N       20250101002870100000005000 0600000000001950   
0601TIH6N       20250101002875100000005000 0600000000001950   
0601TIH6N       20250101002880100000005000 0600000000001950   
0601TIH6N       20250101002885100000005000 0600000000001960   
0601TIH6N       20250101002890100000005000 0600000000001960   
0601TIH6N       20250101002895100000005000 0600000000001960   
0601TIH6N       20250101002900100000005000 0600000000001960   
0601TIH6N       20250101002905100000005000 0600000000001970   
0601TIH6N       20250101002910100000005000 0600000000001970   
0601TIH6N       20250101002915100000005000 0600000000001970   
0601TIH6N       20250101002920100000005000 0600000000001970   
0601TIH6N       20250101002925100000005000 0600000000001980   
0601TIH6N       20250101002930100000005000 0600000000001980   
0601TIH6N       20250101002935100000005000 0600000000001980   
0601TIH6N       20250101002940100000005000 0600000000001980   
0601TIH6N       20250101002945100000005000 0600000000001990   
0601TIH6N       20250101002950100000005000 0600000000001990   
0601TIH6N       20250101002955100000005000 0600000000001990   
0601TIH6N       20250101002960100000005000 0600000000001990   
0601TIH6N       20250101002965100000005000 0600000000002000   
0601TIH6N       20250101002970100000005000 0600000000002000   
0601TIH6N       20250101002975100000005000 0600000000002000   
0601TIH6N       20250101002980100000005000 0600000000002000   
0601TIH6N       20250101002985100000005000 0600000000002010   
0601TIH6N       20250101002990100000005000 0600000000002010   
0601TIH6N       20250101002995100000005000 0600000000002010   
0601TIH6N       20250101003000100000005000 0600000000002010   
0601TIH6N       20250101003005100000005000 0600000000002020   
0601TIH6N       20250101003010100000005000 0600000000002020   
0601TIH6N       20250101003015100000005000 0600000000002020   
0601TIH6N       20250101003020100000005000 0600000000002020   
0601TIH6N       20250101003025100000005000 0600000000002030   
0601TIH6N       20250101003030100000005000 0600000000002030   
0601TIH6N       20250101003035100000005000 0600000000002030   
0601TIH6N       20250101003040100000005000 0600000000002030   
0601TIH6N       20250101003045100000005000 0600000000002030   
0601TIH6N       20250101003050100000005000 0600000000002040   
0601TIH6N       20250101003055100000005000 0600000000002040   
0601TIH6N       20250101003060100000005000 0600000000002040   
0601TIH6N       20250101003065100000005000 0600000000002040   
0601TIH6N       20250101003070100000005000 0600000000002050   
0601TIH6N       20250101003075100000005000 0600000000002050   
0601TIH6N       20250101003080100000005000 0600000000002050   
0601TIH6N       20250101003085100000005000 0600000000002050   
0601TIH6N       20250101003090100000005000 0600000000002060   
0601TIH6N       20250101003095100000005000 0600000000002060   
0601TIH6N       20250101003100100000005000 0600000000002060   
0601TIH6N       20250101003105100000005000 0600000000002060   
0601TIH6N       20250101003110100000005000 0600000000002060   
0601TIH6N       20250101003115100000005000 0600000000002070   
0601TIH6N       20250101003120100000005000 0600000000002070   
0601TIH6N       20250101003125100000005000 0600000000002070   
0601TIH6N       20250101003130100000005000 0600000000002070   
0601TIH6N       20250101003135100000005000 0600000000002080   
0601TIH6N       20250101003140100000005000 0600000000002080   
0601TIH6N       20250101003145100000005000 0600000000002080   
0601TIH6N       20250101003150100000005000 0600000000002080   
0601TIH6N       20250101003155100000005000 0600000000002080   
0601TIH6N       20250101003160100000005000 0600000000002090   
0601TIH6N       20250101003165100000005000 0600000000002090   
0601TIH6N       20250101003170100000005000 0600000000002090   
0601TIH6N       20250101003175100000005000 0600000000002090   
0601TIH6N       20250101003180100000005000 0600000000002100   
0601TIH6N       20250101003185100000005000 0600000000002100   
0601TIH6N       20250101003190100000005000 0600000000002100   
0601TIH6N       20250101003195100000005000 0600000000002100   
0601TIH6N       20250101003200100000005000 0600000000002100   
0601TIH6N       20250101003205100000005000 0600000000002110   
0601TIH6N       20250101003210100000005000 0600000000002110   
0601TIH6N       20250101003215100000005000 0600000000002110   
0601TIH6N       20250101003220100000005000 0600000000002110   
0601TIH6N       20250101003225100000005000 0600000000002110   
0601TIH6N       20250101003230100000005000 0600000000002120   
0601TIH6N       20250101003235100000005000 0600000000002120   
0601TIH6N       20250101003240100000005000 0600000000002120   
0601TIH6N       20250101003245100000005000 0600000000002120   
0601TIH6N       20250101003250100000005000 0600000000002120   
0601TIH6N       20250101003255100000005000 0600000000002130   
0601TIH6N       20250101003260100000005000 0600000000002130   
0601TIH6N       20250101003265100000005000 0600000000002130   
0601TIH6N       20250101003270100000005000 0600000000002130   
0601TIH6N       20250101003275100000005000 0600000000002140   
0601TIH6N       20250101003280100000005000 0600000000002140   
0601TIH6N       20250101003285100000005000 0600000000002140   
0601TIH6N       20250101003290100000005000 0600000000002140   
0601TIH6N       20250101003295100000005000 0600000000002140   
0601TIH6N       20250101003300100000005000 0600000000002150   
0601TIH6N       20250101003305100000005000 0600000000002150   
0601TIH6N       20250101003310100000005000 0600000000002150   
0601TIH6N       20250101003315100000005000 0600000000002150   
0601TIH6N       20250101003320100000005000 0600000000002150   
0601TIH6N       20250101003325100000005000 0600000000002160   
0601TIH6N       20250101003330100000005000 0600000000002160   
0601TIH6N       20250101003335100000005000 0600000000002160   
0601TIH6N       20250101003340100000005000 0600000000002160   
0601TIH6N       20250101003345100000005000 0600000000002160   
0601TIH6N       20250101003350100000005000 0600000000002170   
0601TIH6N       20250101003355100000005000 0600000000002170   
0601TIH6N       20250101003360100000005000 0600000000002170   
0601TIH6N       20250101003365100000005000 0600000000002170   
0601TIH6N       20250101003370100000005000 0600000000002170   
0601TIH6N       20250101003375100000005000 0600000000002180   
0601TIH6N       20250101003380100000005000 0600000000002180   
0601TIH6N       20250101003385100000005000 0600000000002180   
0601TIH6N       20250101003390100000005000 0600000000002180   
0601TIH6N       20250101003395100000005000 0600000000002180   
0601TIH6N       20250101003400100000005000 0600000000002190   
0601TIH6N       20250101003405100000005000 0600000000002190   
0601TIH6N       20250101003410100000005000 0600000000002190   
0601TIH6N       20250101003415100000005000 0600000000002190   
0601TIH6N       20250101003420100000005000 0600000000002190   
0601TIH6N       20250101003425100000005000 0600000000002200   
0601TIH6N       20250101003430100000005000 0600000000002200   
0601TIH6N       20250101003435100000005000 0600000000002200   
0601TIH6N       20250101003440100000005000 0600000000002200   
0601TIH6N       20250101003445100000005000 0600000000002200   
0601TIH6N       20250101003450100000005000 0600000000002210   
0601TIH6N       20250101003455100000005000 0600000000002210   
0601TIH6N       20250101003460100000005000 0600000000002210   
0601TIH6N       20250101003465100000005000 0600000000002210   
0601TIH6N       20250101003470100000005000 0600000000002210   
0601TIH6N       20250101003475100000005000 0600000000002210   
0601TIH6N       20250101003480100000005000 0600000000002220   
0601TIH6N       20250101003485100000005000 0600000000002220   
0601TIH6N       20250101003490100000005000 0600000000002220   
0601TIH6N       20250101003495100000005000 0600000000002220   
0601TIH6N       20250101003500100000005000 0600000000002220   
0601TIH6N       20250101003505100000005000 0600000000002230   
0601TIH6N       20250101003510100000005000 0600000000002230   
0601TIH6N       20250101003515100000005000 0600000000002230   
0601TIH6N       20250101003520100000005000 0600000000002230   
0601TIH6N       20250101003525100000005000 0600000000002230   
0601TIH6N       20250101003530100000005000 0600000000002240   
0601TIH6N       20250101003535100000005000 0600000000002240   
0601TIH6N       20250101003540100000005000 0600000000002240   
0601TIH6N       20250101003545100000005000 0600000000002240   
0601TIH6N       20250101003550100000005000 0600000000002240   
0601TIH6N       20250101003555100000005000 0600000000002240   
0601TIH6N       20250101003560100000005000 0600000000002250   
0601TIH6N       20250101003565100000005000 0600000000002250   
0601TIH6N       20250101003570100000005000 0600000000002250   
0601TIH6N       20250101003575100000005000 0600000000002250   
0601TIH6N       20250101003580100000005000 0600000000002250   
0601TIH6N       20250101003585100000005000 0600000000002250   
0601TIH6N       20250101003590100000005000 0600000000002260   
0601TIH6N       20250101003595100000005000 0600000000002260   
0601TIH6N       20250101003600100000005000 0600000000002260   
0601TIH6N       20250101003605100000005000 0600000000002260   
0601TIH6N       20250101003610100000005000 0600000000002260   
0601TIH6N       20250101003615100000005000 0600000000002270   
0601TIH6N       20250101003620100000005000 0600000000002270   
0601TIH6N       20250101003625100000005000 0600000000002270   
0601TIH6N       20250101003630100000005000 0600000000002270   
0601TIH6N       20250101003635100000005000 0600000000002270   
0601TIH6N       20250101003640100000005000 0600000000002270   
0601TIH6N       20250101003645100000005000 0600000000002280   
0601TIH6N       20250101003650100000005000 0600000000002280   
0601TIH6N       20250101003655100000005000 0600000000002280   
0601TIH6N       20250101003660100000005000 0600000000002280   
0601TIH6N       20250101003665100000005000 0600000000002280   
0601TIH6N       20250101003670100000005000 0600000000002280   
0601TIH6N       20250101003675100000005000 0600000000002290   
0601TIH6N       20250101003680100000005000 0600000000002290   
0601TIH6N       20250101003685100000005000 0600000000002290   
0601TIH6N       20250101003690100000005000 0600000000002290   
0601TIH6N       20250101003695100000005000 0600000000002290   
0601TIH6N       20250101003700100000005000 0600000000002290   
0601TIH6N       20250101003705100000005000 0600000000002300   
0601TIH6N       20250101003710100000005000 0600000000002300   
0601TIH6N       20250101003715100000005000 0600000000002300   
0601TIH6N       20250101003720100000005000 0600000000002300   
0601TIH6N       20250101003725100000005000 0600000000002300   
0601TIH6N       20250101003730100000005000 0600000000002300   
0601TIH6N       20250101003735100000005000 0600000000002310   
0601TIH6N       20250101003740100000005000 0600000000002310   
0601TIH6N       20250101003745100000005000 0600000000002310   
0601TIH6N       20250101003750100000005000 0600000000002310   
0601TIH6N       20250101003755100000005000 0600000000002310   
0601TIH6N       20250101003760100000005000 0600000000002310   
